Order,Ambler class,Protein name,Alternative protein names,Subfamily,GenPeptID,GenBankID,PubMedID (DOI),Sequence,Number of PDB structures,Mutants,Phenotype,Functional information,Natural (N) or Acquired (A)
3553,C,AQU-15,,,WP_026141765,NZ_AOBP01000050,,view,,,,,N (Aeromonas hydrophila 259)
3554,C,AQU-16,,,KMK95572,LDWG01000009,,view,,,,,N (Aeromonas enteropelogenes LK14)
3555,C,AQU-17,,,AHF82023,KF730243,,view,,,,,N (Aeromonas hydrophila NB4)
3556,C,AQU-18,,,AHF82024,KF730244,,view,,,,,N (Aeromonas dhakensis NB11)
3557,C,AQU-19,,,WP_043171825,NZ_JWJQ01000038,,view,,,,,N (Aeromonas hydrophila L14f)
3558,C,AQU-20,,,WP_054544328,NZ_KQ464176,,view,,,,,N (Aeromonas hydrophila KOR1)
3559,C,AQU-21,,,EKB29693,AGWR01000005,,view,,,,,N (Aeromonas hydrophila SSU)
3560,C,AsbA1-1,,,AAA83416,U10250,7811022 (DOI),,,,,,N (Aeromonas sobria)
3561,C,BIL-1,,CMY-2-like,CAA52618,X74512,8067761 (DOI),view,,,,,A
3562,C,BUT-1,,,CAC94553,AJ415568,12127496 (DOI),view,,,,,N (Buttiauxella sp. BTN01)
3563,C,BUT-2,ENT-1,,WP_104531864,NG_056481,12234870 (DOI),view,,,,,N (Buttiauxella agrestis)
3564,C,CAV-1,,FOX-like,AAM46773*,AF462690,12757951 (DOI),view,,,,,N (Aeromonas caviae)
3565,C,CDA-1,,,AID52933,KJ650399,25136020 (DOI),view,,,,,N (Cedecea davisae FUR)
3566,C,CDA-2,,,EPF20463,ATDT01000003,,view,,,,,N (Cedecea davisae DSM 4568)
3567,C,CDA-3,,,QIX98372,CP050966,,view,,,,,N (Cedecea sp. FDAARGOS_727)
3568,C,CepH-1,,,CAB76925,AJ276030,11062187 (DOI),,,,,,N (Aeromonas hydrophila)
3569,C,CepS-1,,,CAA56561,X80277,8537283 (DOI),,,,,,N (Aeromonas sobria)
3570,C,CFE-1,,CMY-2-like,BAC76072,AB107899,15047515 (DOI),view,,,1,,A
3571,C,CFE-2,,CMY-2-like,ATB52609,MF593186,29944954 (DOI),view,,,,,A
3572,C,CHR-1,,,BAD16740,AB070219,14759507 (DOI),view,,,,,N (Chromohalobacter sp. 560)
3573,C,CMA-1,,CMA-CSA-like,AHB24364,KF640251,24568164 (DOI),view,,,,,N (Cronobacter malonaticus LMG 23826)
3574,C,CMA-2,,CMA-CSA-like,AGI17580,KC665723,24568164 (DOI),view,,,,,N (Cronobacter malonaticus Su126)
3575,C,CMH-1,,,AFI56422,JQ673557,30577544 (DOI),view,,,,,N (*Enterobacter cloacae)
3576,C,CMH-2,,,AKC92684,KP823454,,view,,,,,A
3577,C,CMH-3,,,ABF29657,DQ478704,,view,,,,,N (*Enterobacter cloacae TR1102)
3578,C,CMH-4,,,CUI73838,CYTA01000011,,view,,,,,N (Enterobacter cloacae)
3579,C,CMH-5,,,KKY86602,JSWY01000002,,view,,,,,N (Enterobacter cloacae B2)
3580,C,CMH-6,,,QGQ32907,MN692202,,view,,,,,N (Enterobacter cloacae)
3581,C,CMH-7,,,UBJ91318,OK160063,,view,,,,,N (Enterobacter cloacae)
3582,C,CMH-8,,,BDS51132,LC732562,,view,,,,,N (Enterobacter cloacae subsp. cloacae)
3583,C,CMH-9,,,AIG20038,KJ949116,,view,,,,,N (Enterobacter cloacae 4494)
3584,C,CMH-10,,,HCC8045472,DAHEVH010000011,,view,,,,,N (Enterobacter cloacae)
3585,C,CMH-11,,,WFP34008,OQ709070,,view,,,,,N (Enterobacter cloacae)
3586,C,CMH-12,,,WFP34010,OQ709072,,view,,,,,N (Enterobacter cloacae)
3587,C,CMH-13,,,HAT7731846,DACUIL010000014,,view,,,,,N (Enterobacter cloacae)
3588,C,CMH-14,,,HAS1186197,DACOLN010000081,,view,,,,,N (Enterobacter cloacae)
3589,C,CMH-15,,,TYR27460,VSZU01000030,,view,,,,,N (Enterobacter cloacae S1)
3590,C,CMH-16,,,KJX09314,JZKU01000015,,view,,,,,N (Enterobacter cloacae subsp. cloacae CIDEIMsCOL10)
3591,C,CMH-17,,,HCM9257039,DAJEDZ010000031,,view,,,,,N (Enterobacter cloacae subsp. dissolvens ECC-134)
3592,C,CMH-18,,,HBB4753723,DADVEM010000069,,view,,,,,N (Enterobacter cloacae C223)
3593,C,CMH-19,,,AVL16970,CP020089,,view,,,,,N (Enterobacter cloacae PIMB10EC27)
3594,C,CMH-20,,,CZX96154,FJYH01000022,,view,,,,,N (Enterobacter cloacae e1340)
3595,C,CMH-21,,,Assigned,,,,,,,,
3596,C,CMH-22,,,WP_095907254,NG_242707,,view,,,,,N (Enterobacter cloacae)
3597,C,CMH-23,,,WP_118283990,NG_242708,,view,,,,,N (Enterobacter cloacae 14240244101)
3598,C,CMH-24,,,UOZ00392,CP083821,,view,,,,,N (Enterobacter cloacae subsp. cloacae 12961-yvys)
3599,C,CMH-25,,,MDQ7216156,JAVGVQ010000056,,view,,,,,N (Enterobacter cloacae AT070Pip076)
3600,C,CMH-26,,,XAJ73532,PP740466,,view,,,,,N (Enterobacter cloacae ECC-152)
3601,C,CMH-27,,,XAJ73533,PP740467,,view,,,,,N (Enterobacter cloacae ECC-081)
3602,C,CMH-28,,,XAJ73534,PP740468,,view,,,,,N (Enterobacter cloacae ECC-230)
3603,C,CMH-29,,,XAJ73535,PP740469,,view,,,,,N (Enterobacter cloacae ECC-024)
3604,C,CMH-30,,,XAJ73536,PP740470,,view,,,,,N (Enterobacter cloacae ECC-029)
3605,C,CMH-31,,,XAJ73537,PP740471,,view,,,,,N (Enterobacter cloacae ECC-036)
3606,C,CMH-32,,,XAJ73538,PP740472,,view,,,,,N (Enterobacter cloacae subsp. dissolvens ECC-125)
3607,C,CMH-33,,,XAJ73539,PP740473,,view,,,,,N (Enterobacter cloacae ECC-202)
3608,C,CMH-34,,,XAJ73540,PP740474,,view,,,,,N (Enterobacter cloacae subsp. dissolvens ECC-234)
3609,C,CMH-T1*,,,MUI29200,WNXG01000068,32284381 (DOI),view,3,,,,N (Enterobacter cloacae ENT385)
3610,C,CMY-1,,MOX-1-like,CAA63264,X92508,8843306 (—),view,,,1 and 1e,,A
3611,C,CMY-2,"CMY-123, LAT-2",CMY-2-like,AIM49619,KJ909290,8787910 (—) 11959544 (DOI),view,3,,1 and 1e,,A
3612,C,CMY-2b,,CMY-2-like,AAB80855,U77414,9231418 (DOI),view,,,,,A
3613,C,CMY-3,,CMY-2-like,—,—,9593136 (DOI),view,,,1 and 1e,,A
3614,C,CMY-4,,CMY-2-like,KSY23356,LNHZ01000079,9868767 (DOI),view,,,1 and 1e,,A
3615,C,CMY-5,,CMY-2-like,CAB50867,Y17716,10348751,view,,,1 and 1e,,A
3616,C,CMY-6,LAT-3,CMY-2-like,AEN71420,JF503991,11959544 (DOI) 9818739 (DOI),view,,,1 and 1e,,A
3617,C,CMY-7,,CMY-2-like,AAZ99136,DQ173300,,view,,,1 and 1e,,A
3618,C,CMY-8,,MOX-1-like,BAD89188,AB201268,,view,,,,,A
3619,C,CMY-8b,,MOX-1-like,AAZ03413,DQ094251,,view,,,,,A
3620,C,CMY-9,,MOX-1-like,BAB72158,AB061794,12121914 (DOI),view,,,1 and 1e,,A
3621,C,CMY-10,,MOX-1-like,AAK59969,AF381615,15383166 (DOI),view,5,,1 and 1e,,A
3622,C,CMY-11,,MOX-1-like,AAK31370,AF357599,15380255 (DOI),view,,,1 and 1e,,A
3623,C,CMY-12,,CMY-2-like,CAA76382,Y16785,12407124 (DOI),view,,,1 and 1e,,A
3624,C,CMY-13,,CMY-2-like,EEH94734,ACDJ02000023,15273143 16048979,view,,,1 and 1e,,A
3625,C,CMY-14,,CMY-2-like,ACC60954,EU600193,15504832 (DOI),view,,,1 and 1e,,A
3626,C,CMY-15,,CMY-2-like,CAD88477,AJ555823,15504832 (DOI),view,,,1 and 1e,,A
3627,C,CMY-16,,CMY-2-like,AGO62642,JX442976,16436718 (DOI),view,,,1 and 1e,,A
3628,C,CMY-17,,CMY-2-like,AAS13399,AY513266,,view,,,1 and 1e,,A
3629,C,CMY-18,,CMY-2-like,AAU95778,AY743434,16584308 (DOI),view,,,1 and 1e,,A
3630,C,CMY-19,,MOX-1-like,BAE48233,AB194410,16436707 (DOI),view,,,1 and 1e,,A
3631,C,CMY-20,,CMY-2-like,AAX58682,AY960293,18207348 (DOI),view,,,1 and 1e,,A
3632,C,CMY-21,,CMY-2-like,AAZ66866,DQ139328,16716570 16879949,view,,,1 and 1e,,A
3633,C,CMY-22,,CMY-2-like,ABB72431,DQ256079,,view,,,1 and 1e,,A
3634,C,CMY-23,,CMY-2-like,ABD94117,DQ438952,18217551 (DOI),view,,,1 and 1e,,A
3635,C,CMY-24,,CMY-2-like,ABN69070,EF415650,17587551 (DOI),view,,,1 and 1e,,A
3636,C,CMY-25,,CMY-2-like,EHL84218,ADLG01000012,19523051 (DOI),view,,,1 and 1e,,A
3637,C,CMY-26,,CMY-2-like,BAF56185,AB300358,17720829 (DOI),view,,,1 and 1e,,A
3638,C,CMY-27,,CMY-2-like,ACA30421,EU515250,19523051 (DOI),view,,,1 and 1e,,A
3639,C,CMY-28,,CMY-2-like,ABQ51091,EF561644,,view,,,1 and 1e,,A
3640,C,CMY-29,,CMY-2-like,ABS12248,EF685371,19414570 (DOI),view,,,1 and 1e,,A
3641,C,CMY-30,,CMY-2-like,KRR92472,LMYO01000054,19414570 (DOI),view,,,1 and 1e,,A
3642,C,CMY-31,,CMY-2-like,ABR18736,EF622224,18065410 (DOI),view,,,1 and 1e,,A
3643,C,CMY-32,,CMY-2-like,ACA97846,EU496815,19938877 (DOI),view,,,1 and 1e,,A
3644,C,CMY-33,,CMY-2-like,ACA97847,EU496816,19414578 (DOI),view,,,1 and 1e,,A
3645,C,CMY-34,,CMY-2-like,ABN51006,EF394370,,view,,,1 and 1e,,N (Citrobacter freundii)
3646,C,CMY-35,,CMY-2-like,ABN51007,EF394371,,view,,,1 and 1e,,N (Citrobacter freundii)
3647,C,CMY-36,,CMY-2-like,AAB46884,S83226,19104021 (DOI),view,,,1 and 1e,,A
3648,C,CMY-37,,CMY-2-like,BAF36388,AB280919,18619820 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3649,C,CMY-38,,CMY-2-like,CAP60699,AM931008,18458126 (DOI),view,,,1 and 1e,,A
3650,C,CMY-39,,CMY-2-like,BAF95726,AB372224,,view,,,1 and 1e,,N (Citrobacter freundii)
3651,C,CMY-40,,CMY-2-like,ACA30422,EU515251,19523051 (DOI),view,,,1 and 1e,,A
3652,C,CMY-41,,CMY-2-like,BAG14343,AB429270,19343954,view,,,1 and 1e,,N (Citrobacter freundii)
3653,C,CMY-42,,CMY-2-like,ADM21467,HM146927,21388298 (DOI),view,,,1 and 1e,,A
3654,C,CMY-43,,CMY-2-like,ACJ05361,FJ360626,,view,,,1 and 1e,,A
3655,C,CMY-44,,CMY-2-like,ACJ65711,FJ437066,19414578 (DOI),view,,,1 and 1e,,A
3656,C,CMY-45,,CMY-2-like,CBB16411,FN546177,21402851 (DOI),view,,,1 and 1e,,A
3657,C,CMY-46,,CMY-2-like,CBH19182,FN556186,,view,,,1 and 1e,,A
3658,C,CMY-47,,CMY-2-like,ADH82410,HM046998,,view,,,1 and 1e,,N (Citrobacter freundii)
3659,C,CMY-48,,CMY-2-like,ADP02979,HM569226,,view,,,1 and 1e,,N (Citrobacter freundii)
3660,C,CMY-49,,CMY-2-like,ACV32310,GQ402541,20110384 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3661,C,CMY-50,,CMY-2-like,CBI75447,FN645444,,view,,,1 and 1e,,A
3662,C,CMY-51,,CMY-2-like,AFK73431,JQ733571,,view,,,1 and 1e,,A
3663,C,CMY-52,,,Assigned,,,,,,1 and 1e,,
3664,C,CMY-53,,CMY-2-like,ADQ38362,HQ336940,21820821 (DOI),view,,,1 and 1e,,A
3665,C,CMY-54,,CMY-2-like,ADK55604,HM544039,,view,,,1 and 1e,,A
3666,C,CMY-55,,CMY-2-like,ADK55605,HM544040,,view,,,1 and 1e,,A
3667,C,CMY-56,,CMY-2-like,ADT91162,HQ322613,,view,,,1 and 1e,,A
3668,C,CMY-57,,CMY-2-like,ADP37961,HQ285243,,view,,,1 and 1e,,A
3669,C,CMY-58,,CMY-2-like,ADY19254,HQ185697,21444697 (DOI),view,,,1 and 1e,,A
3670,C,CMY-59,,CMY-2-like,WP_063859852,NG_048854,21930573 (DOI),view,,,1 and 1e,,A
3671,C,CMY-60,,CMY-2-like,AEM97672,JF460794,,view,,,1 and 1e,,A
3672,C,CMY-61,,CMY-2-like,AEM97673,JF460795,,view,,,1 and 1e,,A
3673,C,CMY-62,,CMY-2-like,AEM97674,JF460796,,view,,,1 and 1e,,A
3674,C,CMY-63,,CMY-2-like,AET07387,HQ650104,,view,,,1 and 1e,,N (Citrobacter freundii)
3675,C,CMY-64,,CMY-2-like,ADW84690,HQ832678,,view,,,1 and 1e,,A
3676,C,CMY-65,,CMY-2-like,ABO09820,EF426097,25501887 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3677,C,CMY-66,,CMY-2-like,AEZ49849,JN714478,25501887 (DOI),view,,,1 and 1e,,A
3678,C,CMY-67,,CMY-2-like,AFK08541,JQ711185,25501887 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3679,C,CMY-68,,CMY-2-like,AEZ49855,JN714480,25501887 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3680,C,CMY-69,,CMY-2-like,AGE45504,JX049132,,view,,,1 and 1e,,A
3681,C,CMY-70,,CMY-2-like,KKC62625,LAMY01000095,25501887 (DOI),view,,,1 and 1e,,A
3682,C,CMY-71,CMY-126,CMY-2-like,AFK08538,JQ711184,25501887 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3683,C,CMY-72,,CMY-2-like,AAK32688,AF349570,,view,,,1 and 1e,,N (Citrobacter freundii)
3684,C,CMY-73,,CMY-2-like,ACU00152,GQ351345,,view,,,1 and 1e,,N (Citrobacter freundii)
3685,C,CMY-74,,CMY-2-like,AFU25632,JX440349,25501887 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3686,C,CMY-75,,CMY-2-like,AAK32687,AF349569,,view,,,1 and 1e,,N (Citrobacter freundii)
3687,C,CMY-76,,CMY-2-like,AFK73437,JQ733573,,view,,,1 and 1e,,N (Citrobacter freundii)
3688,C,CMY-77,,CMY-2-like,AFU25644,JX440353,,view,,,1 and 1e,,N (Citrobacter freundii)
3689,C,CMY-78,,CMY-2-like,AFK73443,JQ733575,,view,,,1 and 1e,,N (Citrobacter freundii)
3690,C,CMY-79,,CMY-2-like,AFK73446,JQ733576,,view,,,1 and 1e,,N (Citrobacter freundii)
3691,C,CMY-80,,CMY-2-like,AFK73449,JQ733577,,view,,,1 and 1e,,N (Citrobacter freundii)
3692,C,CMY-81,,CMY-2-like,AFK73452,JQ733578,,view,,,1 and 1e,,N (Citrobacter freundii)
3693,C,CMY-82,,CMY-2-like,AHL39324,KJ207203,,view,,,1 and 1e,,N (Citrobacter freundii)
3694,C,CMY-83,,CMY-2-like,AFU25638,JX440351,25501887 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3695,C,CMY-84,,CMY-2-like,AFK73455,JQ733579,,view,,,1 and 1e,,N (Citrobacter freundii)
3696,C,CMY-85,,CMY-2-like,AHL39322,KJ207202,,view,,,1 and 1e,,N (Citrobacter freundii)
3697,C,CMY-86,,CMY-2-like,AHL39327,KJ207204,,view,,,1 and 1e,,N (Citrobacter freundii)
3698,C,CMY-87,,CMY-2-like,BAL63057,AB699171,,view,,,1 and 1e,,A
3699,C,CMY-88,,,Assigned,,,,,,1 and 1e,,
3700,C,CMY-89,,CMY-2-like,CCK86742,HE819403,24267783 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3701,C,CMY-90,,CMY-2-like,CCK86743,HE819404,24267783 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3702,C,CMY-91,,,Assigned,,,,,,1 and 1e,,
3703,C,CMY-92,,,Assigned,,,,,,1 and 1e,,
3704,C,CMY-93,,CMY-2-like,AHM76768,KF992025,25501887 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3705,C,CMY-94,,CMY-2-like,AGC54798,JX514368,23302581 (DOI),view,,,1 and 1e,,A
3706,C,CMY-95,,CMY-2-like,AGC54799,JX514369,23302581 (DOI),view,,,1 and 1e,,A
3707,C,CMY-96,,CMY-2-like,AFZ85212,KC007362,,view,,,1 and 1e,,A
3708,C,CMY-97,,CMY-2-like,AFZ85213,KC007363,,view,,,1 and 1e,,A
3709,C,CMY-98*,,CMY-2-like,AGH70380,KC603538,,view,,,1 and 1e,,N (Citrobacter freundii)
3710,C,CMY-99,,CMY-2-like,AGU59995,KF305673,24165184 (DOI),view,,,1 and 1e,,A
3711,C,CMY-100,,CMY-2-like,AHA80101,KF526113,24916079 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3712,C,CMY-101,,CMY-2-like,EOQ33708,ASQL01000002,24916079 (DOI),view,,,1 and 1e,,A
3713,C,CMY-102,,CMY-2-like,AHA80103,KF526115,24916079 (DOI),view,,,1 and 1e,,A
3714,C,CMY-103,,CMY-2-like,AHA80104,KF526116,24916079 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3715,C,CMY-104,,CMY-2-like,AGR82311,KF150216,,view,,,1 and 1e,,N (Citrobacter freundii)
3716,C,CMY-105,,CMY-2-like,AHL39330,KJ207205,,view,,,1 and 1e,,N (Citrobacter freundii)
3717,C,CMY-106,,CMY-2-like,AJH76980,KM983294,,view,,,1 and 1e,,N (Citrobacter freundii)
3718,C,CMY-107,,CMY-2-like,ADD17018,GQ162215,26438499 (DOI),view,,,1 and 1e,,A
3719,C,CMY-108,,CMY-2-like,AGZ20169,KF564648,24500191 (DOI),view,,,1 and 1e,,A
3720,C,CMY-109,,CMY-2-like,CAG34070,AJ746169,,view,,,1 and 1e,,N (Citrobacter freundii)
3721,C,CMY-110,,CMY-2-like,BAO05497,AB872957,,view,,,1 and 1e,,A
3722,C,CMY-111,,CMY-2-like,AHW47897,KJ155695,,view,,,1 and 1e,,A
3723,C,CMY-112,,CMY-2-like,AIT76090,KM087837,,view,,,1 and 1e,,N (Citrobacter freundii)
3724,C,CMY-113,,CMY-2-like,AIT76089,KM087836,,view,,,1 and 1e,,N (Citrobacter freundii)
3725,C,CMY-114,,CMY-2-like,AIT76099,KM087846,,view,,,1 and 1e,,N (Citrobacter freundii)
3726,C,CMY-115,,CMY-2-like,AIT76092,KM087839,,view,,,1 and 1e,,N (Citrobacter freundii)
3727,C,CMY-116,,CMY-2-like,AIT76093,KM087840,,view,,,1 and 1e,,N (Citrobacter freundii)
3728,C,CMY-117,,CMY-2-like,AIT76097,KM087844,,view,,,1 and 1e,,N (Citrobacter freundii)
3729,C,CMY-118,,CMY-2-like,AIT76091,KM087838,,view,,,1 and 1e,,N (Citrobacter freundii)
3730,C,CMY-119,,CMY-2-like,AIT76098,KM087845,,view,,,1 and 1e,,N (Citrobacter freundii)
3731,C,CMY-120,,,Assigned,,,,,,1 and 1e,,
3732,C,CMY-121,,CMY-2-like,AIZ48988,KM507172,,view,,,1 and 1e,,A
3733,C,CMY-122,,CMY-2-like,AKO62859,KM985460,,view,,,1 and 1e,,N (Citrobacter freundii)
3734,C,CMY-123,CMY-2,,—,—,—(—),,,,,,
3735,C,CMY-124,,CMY-2-like,AKO62861,KM985462,,view,,,1 and 1e,,N (Citrobacter freundii)
3736,C,CMY-125,,CMY-2-like,AKO62862,KM985463,,view,,,1 and 1e,,N (Citrobacter freundii)
3737,C,CMY-126,CMY-71,,—,—,—(—),,,,,,
3738,C,CMY-127,,CMY-2-like,AKO62864,KM985465,,view,,,1 and 1e,,N (Citrobacter freundii)
3739,C,CMY-128,,CMY-2-like,AKO62865,KM985466,,view,,,1 and 1e,,N (Citrobacter freundii)
3740,C,CMY-129,,CMY-2-like,AKO62866,KM985467,,view,,,1 and 1e,,N (Citrobacter freundii)
3741,C,CMY-130,,CMY-2-like,AKI06385,KP207589,26048440 (DOI),view,,,1 and 1e,,A
3742,C,CMY-131,,CMY-2-like,AKG51729,KP281294,,view,,,1 and 1e,,A
3743,C,CMY-132,,CMY-2-like,AKZ20822,KP862820,,view,,,1 and 1e,,A
3744,C,CMY-133,,CMY-2-like,AKZ20821,KP862819,,view,,,1 and 1e,,A
3745,C,CMY-134,,CMY-2-like,AKA60779,KP860987,25779568 (DOI),view,,,1 and 1e,,A
3746,C,CMY-135,,CMY-2-like,AKP17985,KP981366,,view,,,1 and 1e,,N (Citrobacter freundii)
3747,C,CMY-136,,CMY-2-like,AVR61040,MG844436,30788955 (DOI),view,1,,1 and 1e,,A
3748,C,CMY-137,,CMY-2-like,WP_053390271,NZ_LIDR01000193,,view,,,1 and 1e,,N (Citrobacter freundii WCHCF65)
3749,C,CMY-138,,CMY-2-like,ALM96710,KT997883,,view,,,1 and 1e,,A
3750,C,CMY-139,,CMY-2-like,AMK49571,KU641016,,view,,,1 and 1e,,A
3751,C,CMY-140,,CMY-2-like,ANJ78051,KX354367,,view,,,1 and 1e,,A
3752,C,CMY-141,,CMY-2-like,ANS56705,KX537750,,view,,,1 and 1e,,A
3753,C,CMY-142,,CMY-2-like,AOS70335,KX881969,,view,,,1 and 1e,,A
3754,C,CMY-143,,CMY-2-like,AOX21805,KY009534,,view,,,1 and 1e,,A
3755,C,CMY-144,,CMY-2-like,APC23883,KY066478,,view,,,1 and 1e,,N (Citrobacter freundii)
3756,C,CMY-145,,CMY-2-like,APD79118,KX470426,,view,,,1 and 1e,,A
3757,C,CMY-146,,CMY-2-like,APD79117,KX034085,,view,,,1 and 1e,,A
3758,C,CMY-147,,CMY-2-like,AQM40187,KY563765,,view,,,1 and 1e,,A
3759,C,CMY-148,,CMY-2-like,AQS23583,KY624573,,view,,,1 and 1e,,A
3760,C,CMY-149,,CMY-2-like,AQS23584,KY624574,,view,,,1 and 1e,,A
3761,C,CMY-150,,CMY-2-like,ARQ85811,MF085377,,view,,,1 and 1e,,N (Citrobacter freundii)
3762,C,CMY-151,,CMY-2-like,ARE65229,KY780116,,view,,,1 and 1e,,N (Citrobacter freundii D36-1)
3763,C,CMY-152,,CMY-2-like,ARM19732,KY978224,,view,,,1 and 1e,,N (Citrobacter freundii CWH001)
3764,C,CMY-153,,CMY-2-like,ARQ85812,MF042206,,view,,,1 and 1e,,A
3765,C,CMY-154,,CMY-2-like,ARX70574,MF196231,,view,,,1 and 1e,,A
3766,C,CMY-155,,CMY-2-like,ALF62843,KR261698,,view,,,1 and 1e,,A
3767,C,CMY-156,,CMY-2-like,ATD84840,MF770636,,view,,,1 and 1e,,A
3768,C,CMY-157,,CMY-2-like,ASW32315,MF795088,,view,,,1 and 1e,,N (Citrobacter sp.)
3769,C,CMY-158,,CMY-2-like,ATD84841,MF804901,,view,,,1 and 1e,,A
3770,C,CMY-159,,CMY-2-like,ATD84842,MF804902,,view,,,1 and 1e,,A
3771,C,CMY-160,,CMY-2-like,AWI33313,MH243359,,view,,,1 and 1e,,A
3772,C,CMY-161,,CMY-2-like,AVP74338,MH067963,,view,,,1 and 1e,,A
3773,C,CMY-162,,CMY-2-like,AWR93229,MH378228,,view,,,1 and 1e,,A
3774,C,CMY-163,,CMY-2-like,AWU66456,MH450208,,view,,,1 and 1e,,A
3775,C,CMY-164,,CMY-2-like,QCT85446,MK965968,,view,,,1 and 1e,,A
3776,C,CMY-165,,CMY-2-like,QDM39443,MN104598,,view,,,1 and 1e,,A
3777,C,CMY-166,,CMY-2-like,QDM39447,MN128596,,view,,,1 and 1e,,A
3778,C,CMY-167,,CMY-2-like,QDY98371,MN219694,,view,,,1 and 1e,,A
3779,C,CMY-168,,CMY-2-like,QFR38193,MN550986,,view,,,1 and 1e,,A
3780,C,CMY-169,,CMY-2-like,QFR38194,MN550987,,view,,,1 and 1e,,A
3781,C,CMY-170,,CMY-2-like,QFR38195,MN550988,,view,,,1 and 1e,,A
3782,C,CMY-171,,CMY-2-like,QHD25689,MN164523,,view,,,1 and 1e,,A
3783,C,CMY-172,,CMY-2-like,MTZ79300,WNQH01000063,34044150 (DOI) 36786629 (DOI),view,,,1 and 1e,,A
3784,C,CMY-173,,,Assigned,,,,,,,,
3785,C,CMY-174,,CMY-2-like,QQL36767,CP066542,,view,,,1 and 1e,,A
3786,C,CMY-175,,CMY-2-like,QVO43829,MZ092822,,view,,,1 and 1e,,N (Citrobacter freundii)
3787,C,CMY-176,,CMY-2-like,MBJ9337561,JADVIT010000011,,view,,,1 and 1e,,N (Citrobacter freundii)
3788,C,CMY-177,,CMY-2-like,UBL87560,OK217282,,view,,,1 and 1e,,A
3789,C,CMY-178,,CMY-2-like,UDF87831,OK554431,36786629 (DOI),view,,,,,A
3790,C,CMY-179,,CMY-2-like,MBC6501781,JAACOI010000003,36943338 (DOI),view,,,1 and 1e,,N (Citrobacter freundii)
3791,C,CMY-180,,CMY-2-like,AYL78128,CP024672,,view,,,,,N (Citrobacter freundii)
3792,C,CMY-181,,CMY-2-like,EGT0516627,AAXUDL010000004,,view,,,,,N (Citrobacter freundii)
3793,C,CMY-182,,CMY-2-like,AUV24482,CP026235,,view,,,,,N (Citrobacter freundii complex sp. CFNIH3)
3794,C,CMY-183,,CMY-2-like,AUV45551,CP026238,,view,,,,,N (Citrobacter freundii complex sp. CFNIH9)
3795,C,CMY-184,,CMY-2-like,WAK12379,OP950674,,view,,,,,A
3796,C,CMY-185,,CMY-2-like,WCB91330,OQ297612,37574665 (DOI) 38179965 (DOI),view,2,,,,A
3797,C,CMY-186,,CMY-2-like,MDI2051974,JASAUU010000053,,view,,,,,A
3798,C,CMY-187,,,Assigned,,,,,,,,
3799,C,CMY-188,,CMY-2-like,WNH41907,OR562100,,view,,,,,N (Citrobacter freundii)
3800,C,CMY-189,,CMY-2-like,BAA02494,D13207,1969344 (DOI),view,,,,,N (Citrobacter freundii GN346)
3801,C,CMY-190,,CMY-2-like,WPR17911,OR896917,,view,,,,,A
3802,C,CMY-191,,CMY-2-like,WZE64858,PP575761,,view,,,,,A
3803,C,CMY-192,,CMY-2-like,WZW61258,PP693800,39470201 (DOI),view,,,,,A
3804,C,CMY-193,,,Assigned,,,,,,,,
3805,C,CMY-194,,CMY-2-like,XHJ89679,PQ374838,,view,,,,,A
3806,C,CMY-195,,CMY-2-like,XHO32879,PQ394536,,view,,,,,A
3807,C,CMY-196,,CMY-2-like,XHO32880,PQ394537,,view,,,,,A
3808,C,CMY-197,,CMY-2-like,XHO32881,PQ394538,,view,,,,,A
3809,C,CMY-198,,CMY-2-like,XHO32882,PQ394539,,view,,,,,A
3810,C,CMY-199,,CMY-2-like,XHO32883,PQ394540,,view,,,,,A
3811,C,CNE-1,,,AIR05023,CP009451,36830129 (DOI),,,,,,N (Cedecea neteri SSMD04)
3812,C,CNE-2,,,ATF94459,CP023525,36830129 (DOI),,,,,,N (Cedecea neteri FDAARGOS_392)
3813,C,CSA-1,,CMA-CSA-like,AHB24365,KF623543,24568164 (DOI),view,,,,,N (Cronobacter sakazakii)
3814,C,CSA-2,,CMA-CSA-like,AGE86387,CP004091,24568164 (DOI),view,,,,,N (Cronobacter sakazakii SP291)
3815,C,DHA-1,MOR-1,DHA-1-like,AEP68014,JN638038,9736562 (—) 10103179 (—),view,,,1,,A
3816,C,DHA-2,,DHA-1-like,AAG36927,AF259520,11157909,view,,,1,,A
3817,C,DHA-3,,DHA-1-like,AAR87489,AY494945,,view,,,1,,A
3818,C,DHA-4,,DHA-1-like,KGZ25601,JTBT01000001,,view,,,,,N (Morganella morganii)
